host,duration,status,taskMetrics.executorDeserializeCpuTime
hdc49-mcc10-01-0710-4205-031-tess0035.stratus.rno.ebay.com,247143,SUCCESS,26206114
hdc49-mcc10-01-0710-2104-027-tess0035.stratus.rno.ebay.com,207709,SUCCESS,55915408
hdc49-mcc10-01-0710-3306-012-tess0035.stratus.rno.ebay.com,193727,SUCCESS,35307543
hdc49-mcc10-01-0710-3306-004-tess0035.stratus.rno.ebay.com,163208,SUCCESS,45311533
hdc49-mcc10-01-0710-3708-019-tess0035.stratus.rno.ebay.com,158727,SUCCESS,50924260
hdc49-mcc10-01-0710-3908-018-tess0035.stratus.rno.ebay.com,157547,SUCCESS,21467903
hdc49-mcc10-01-0710-3908-029-tess0035.stratus.rno.ebay.com,156760,SUCCESS,33646950
hdc49-mcc10-01-0710-3509-007-tess0035.stratus.rno.ebay.com,146502,SUCCESS,35589846
hdc49-mcc10-01-0710-3503-025-tess0035.stratus.rno.ebay.com,134850,SUCCESS,33644284
