host,duration,status
hdc49-mcc10-01-0710-4105-040-tess0035.stratus.rno.ebay.com,39911,RUNNING
hdc49-mcc10-01-0710-2202-007-tess0035.stratus.rno.ebay.com,36811,SUCCESS
hdc49-mcc10-01-0710-2604-004-tess0035.stratus.rno.ebay.com,36535,RUNNING
hdc49-mcc10-01-0710-3302-003-tess0035.stratus.rno.ebay.com,35638,RUNNING
hdc49-mcc10-01-0910-2703-014-tess0028.stratus.rno.ebay.com,35056,RUNNING
hdc49-mcc10-01-0710-3804-038-tess0035.stratus.rno.ebay.com,34730,RUNNING
hdc49-mcc10-01-0710-2003-003-tess0035.stratus.rno.ebay.com,34224,RUNNING
hdc49-mcc10-01-0710-3306-035-tess0035.stratus.rno.ebay.com,34222,RUNNING
hdc49-mcc10-01-0710-3306-002-tess0035.stratus.rno.ebay.com,31261,RUNNING
